area,num_ev,latitude,longitude
Clifton,215,24.814608,67.029879
Gulberg,253,24.92845,67.086894
North Nazimabad,63,24.934051,67.034231
Malir,424,24.88819,67.216623
Orangi Town,144,24.945814,66.960291
North Nazimabad,147,24.946824,67.030342
Gulshan-e-Iqbal,358,24.923046,67.095326
Landhi,457,24.847676,67.193369
Orangi Town,97,24.948778,66.968667
Lyari,317,24.843623,67.018768
North Nazimabad,92,24.935214,67.043978
North Nazimabad,442,24.951123,67.040475
Shah Faisal,41,24.873437,67.142541
DHA,118,24.804012,67.069879
Malir,224,24.895346,67.221689
North Nazimabad,102,24.946065,67.035138
North Nazimabad,316,24.950609,67.039438
Lyari,232,24.85284,67.004549
Gulberg,297,24.923994,67.085676
North Nazimabad,463,24.944651,67.041786
SITE,86,24.926874,66.98813
SITE,486,24.928547,66.996215
Clifton,212,24.805543,67.030951
Saddar,163,24.862644,67.00389
Gulberg,366,24.921569,67.072649
Clifton,16,24.821443,67.028323
Korangi,223,24.84564,67.133593
North Nazimabad,476,24.936333,67.041039
Gulberg,224,24.920233,67.07338
DHA,64,24.80468,67.06966
Gulberg,192,24.922241,67.078643
SITE,92,24.927987,66.994011
Shah Faisal,216,24.87521,67.143939
DHA,39,24.806902,67.069478
SITE,55,24.915758,66.985658
DHA,247,24.81429,67.058831
Gulshan-e-Iqbal,111,24.925065,67.108598
DHA,41,24.804393,67.071422
Orangi Town,460,24.959739,66.951216
Shah Faisal,451,24.868833,67.14282
Shah Faisal,270,24.872912,67.158994
DHA,200,24.814893,67.076041
Landhi,496,24.859279,67.205313
Landhi,26,24.855795,67.205639
Gulberg,253,24.916375,67.080894
DHA,239,24.820875,67.068116
Gulshan-e-Iqbal,479,24.91963,67.094438
Orangi Town,403,24.942231,66.95665
North Nazimabad,305,24.937858,67.028589
Clifton,197,24.815478,67.03008
Orangi Town,452,24.959798,66.963215
Korangi,485,24.847877,67.128495
SITE,147,24.929458,66.999938
SITE,342,24.918558,66.991762
Landhi,261,24.852749,67.205685
Lyari,373,24.845371,67.003575
Saddar,59,24.868258,67.006033
SITE,435,24.910072,66.993948
North Nazimabad,386,24.940434,67.041708
Saddar,49,24.855526,67.016751
Shah Faisal,22,24.861698,67.152998
Gulberg,254,24.921344,67.073687
Gulberg,200,24.920218,67.083054
Orangi Town,306,24.947985,66.958017
North Nazimabad,215,24.942207,67.038832
Korangi,61,24.843202,67.135697
Malir,403,24.893652,67.206805
SITE,475,24.924696,66.985239
DHA,189,24.80877,67.06172
Gulberg,22,24.911388,67.087705
SITE,394,24.92967,66.989623
DHA,293,24.815679,67.07075
Gulberg,136,24.911688,67.073073
Gulshan-e-Iqbal,19,24.926028,67.098313
Orangi Town,357,24.947626,66.969923
SITE,483,24.928873,66.999028
Landhi,270,24.848756,67.2017
Lyari,271,24.847293,67.01996
North Nazimabad,5,24.951502,67.035856
Malir,170,24.882615,67.21466
SITE,338,24.910849,66.982841
Clifton,413,24.811605,67.01957
Gulberg,47,24.911383,67.086348
Gulberg,166,24.916025,67.071724
Gulberg,185,24.910283,67.087459
Gulshan-e-Iqbal,198,24.928183,67.107136
Saddar,199,24.867444,67.003031
SITE,417,24.926041,66.993191
Clifton,473,24.817612,67.037895
Landhi,168,24.849176,67.197245
Lyari,140,24.840501,67.019273
North Nazimabad,474,24.937685,67.045076
Clifton,491,24.823446,67.024025
Lyari,496,24.851323,67.018821
Malir,345,24.898036,67.207413
Saddar,388,24.86276,67.000695
DHA,461,24.815176,67.066303
Korangi,405,24.83578,67.139605
SITE,367,24.925072,66.985002
Landhi,459,24.849219,67.207637
Clifton,269,24.823125,67.029091
Shah Faisal,481,24.863632,67.143084
Landhi,423,24.846641,67.204864
DHA,433,24.814553,67.066119
Clifton,194,24.82253,67.023114
SITE,137,24.913972,66.985881
Landhi,452,24.855169,67.204846
SITE,236,24.913308,66.991133
Landhi,429,24.840538,67.206052
Shah Faisal,350,24.860877,67.154745
Malir,206,24.893714,67.218226
DHA,100,24.821383,67.073748
Lyari,448,24.841,67.014542
Gulshan-e-Iqbal,357,24.936051,67.100747
Shah Faisal,277,24.861203,67.147075
Malir,399,24.889234,67.218145
Gulberg,267,24.918926,67.08392
Orangi Town,372,24.952757,66.962894
Saddar,397,24.853346,67.017666
Clifton,425,24.81701,67.038379
Gulshan-e-Iqbal,265,24.931882,67.101764
Malir,153,24.892743,67.207953
Orangi Town,135,24.956269,66.952013
SITE,349,24.921626,66.991782
Gulshan-e-Iqbal,413,24.918951,67.093881
Shah Faisal,202,24.871735,67.15882
Saddar,145,24.869266,67.017778
Korangi,326,24.849115,67.137347
Gulshan-e-Iqbal,320,24.932933,67.097857
Korangi,439,24.833808,67.139555
Orangi Town,439,24.959644,66.950631
Saddar,433,24.854788,67.008848
Gulshan-e-Iqbal,363,24.922069,67.100522
Landhi,30,24.851564,67.204966
DHA,369,24.80616,67.063934
Orangi Town,75,24.955963,66.950563
Gulberg,203,24.91954,67.07712
DHA,27,24.813943,67.075348
Gulberg,349,24.921609,67.081398
Orangi Town,430,24.946877,66.961366
Shah Faisal,387,24.873044,67.157772
Clifton,369,24.813876,67.026816
Korangi,462,24.849121,67.132264
Korangi,108,24.83748,67.135262
Shah Faisal,127,24.873873,67.151308
Lyari,25,24.856329,67.017779
Korangi,227,24.838279,67.129471
Shah Faisal,215,24.873756,67.154136
Clifton,359,24.822999,67.021502
Shah Faisal,247,24.875946,67.150812
Lyari,300,24.856338,67.000137
DHA,468,24.817426,67.073708
Shah Faisal,81,24.862284,67.152554
Clifton,162,24.820878,67.034062
Malir,195,24.884592,67.206644
Malir,331,24.885442,67.211128
Landhi,331,24.84291,67.191975
Shah Faisal,214,24.876711,67.142217
Orangi Town,271,24.941595,66.960366
Gulberg,277,24.929096,67.08912
DHA,299,24.809393,67.063005
DHA,500,24.817677,67.063978
Landhi,451,24.844411,67.208973
DHA,169,24.803114,67.066562
Saddar,243,24.854022,67.018497
DHA,13,24.821821,67.068101
North Nazimabad,196,24.9362,67.046449
Gulshan-e-Iqbal,486,24.929717,67.093645
Saddar,81,24.851291,67.000214
DHA,212,24.813337,67.073352
Saddar,136,24.857266,67.001318
SITE,73,24.917725,66.990231
Malir,349,24.896176,67.21518
Landhi,403,24.849665,67.203328
Gulshan-e-Iqbal,303,24.934478,67.105772
North Nazimabad,363,24.93516,67.044466
Lyari,26,24.849238,67.000511
Korangi,110,24.843491,67.137298
Shah Faisal,329,24.863315,67.142328
Landhi,111,24.844119,67.202878
Saddar,126,24.855189,67.015795
Lyari,403,24.858198,67.008995
Clifton,120,24.811619,67.027915
Orangi Town,343,24.947648,66.957442
Malir,30,24.886883,67.211931
DHA,345,24.816088,67.073535
Landhi,435,24.84424,67.199508
Clifton,485,24.813945,67.032806
Orangi Town,352,24.954229,66.969292
Malir,129,24.890119,67.223984
SITE,13,24.917336,66.99104
Malir,258,24.898275,67.215987
Clifton,393,24.810084,67.020481
SITE,149,24.929831,66.990552
Malir,254,24.899831,67.21455
DHA,112,24.819612,67.063447
Shah Faisal,157,24.876166,67.143267
Gulberg,200,24.910609,67.07279
DHA,343,24.806595,67.064019
Korangi,379,24.847958,67.130422
North Nazimabad,31,24.935046,67.04179
DHA,220,24.816645,67.060501
Gulberg,318,24.913174,67.088387
Landhi,434,24.840342,67.193647
Orangi Town,362,24.94037,66.963489
Malir,376,24.88764,67.207853
Korangi,84,24.846134,67.139946
North Nazimabad,253,24.948353,67.04232
Orangi Town,374,24.953409,66.957198
DHA,222,24.807452,67.06646
Lyari,468,24.846627,67.00113
DHA,373,24.811257,67.073111
Landhi,309,24.853039,67.199064
Gulshan-e-Iqbal,379,24.923422,67.099725
Clifton,389,24.815301,67.033729
Lyari,403,24.853304,67.015618
Clifton,495,24.804195,67.020742
Gulshan-e-Iqbal,175,24.928396,67.098743
Clifton,351,24.819106,67.035287
SITE,380,24.911489,66.990057
Gulshan-e-Iqbal,67,24.927175,67.104395
Shah Faisal,248,24.860973,67.14404
Clifton,77,24.805688,67.027313
North Nazimabad,98,24.936933,67.036773
DHA,9,24.817094,67.06701
Landhi,209,24.840581,67.190929
DHA,112,24.804673,67.058188
SITE,334,24.925636,66.988987
Malir,249,24.882786,67.206424
DHA,401,24.809468,67.061808
Gulshan-e-Iqbal,32,24.933969,67.104662
Shah Faisal,484,24.877627,67.152957
Malir,169,24.881087,67.214431
Korangi,19,24.841838,67.13126
North Nazimabad,129,24.945808,67.03745
Saddar,330,24.863874,67.007032
SITE,412,24.915286,66.987738
DHA,28,24.816077,67.072392
Malir,236,24.888202,67.216028
Gulberg,261,24.925137,67.078067
DHA,426,24.803333,67.074882
Landhi,340,24.859551,67.205997
Gulshan-e-Iqbal,28,24.930459,67.108445
Lyari,153,24.85763,67.0173
Korangi,428,24.846525,67.142064
Clifton,45,24.821045,67.038418
Saddar,290,24.855974,67.019317
Lyari,257,24.855594,67.017821
Malir,20,24.897608,67.213037
Saddar,87,24.853727,67.012998
SITE,482,24.91962,66.985846
Saddar,412,24.865785,67.002465
Landhi,92,24.848992,67.195374
Korangi,380,24.832056,67.125896
SITE,147,24.926787,66.984303
Orangi Town,188,24.942005,66.959567
Malir,211,24.891439,67.212629
SITE,389,24.916302,66.993376
Clifton,116,24.804484,67.028468
DHA,475,24.803709,67.063033
Saddar,318,24.867151,67.003998
SITE,470,24.921163,66.985246
Clifton,9,24.814644,67.031725
Saddar,288,24.851273,67.006776
Clifton,232,24.821993,67.029977
Orangi Town,178,24.957741,66.961294
Korangi,412,24.836564,67.125714
SITE,371,24.913823,66.989014
Korangi,66,24.842664,67.138245
SITE,282,24.929186,66.999595
Shah Faisal,137,24.872561,67.147382
Saddar,47,24.860849,67.009434
SITE,295,24.922517,66.988532
Clifton,378,24.805659,67.028807
North Nazimabad,244,24.951679,67.032316
Saddar,165,24.853355,67.013789
Clifton,470,24.809177,67.037218
Orangi Town,395,24.940018,66.964592
Landhi,265,24.843384,67.190545
Shah Faisal,348,24.873377,67.156609
Orangi Town,88,24.948518,66.965991
Clifton,464,24.818647,67.025832
Saddar,312,24.857108,67.016235
DHA,342,24.80418,67.075541
SITE,219,24.912457,66.990594
Clifton,495,24.814975,67.035164
Gulberg,162,24.926352,67.088724
DHA,270,24.817286,67.057366
Orangi Town,178,24.958987,66.959859
Gulshan-e-Iqbal,479,24.932111,67.100723
Lyari,61,24.856299,67.015726
Landhi,322,24.852256,67.196427
Orangi Town,361,24.947125,66.955556
Orangi Town,224,24.949905,66.956721
Gulberg,117,24.911838,67.075382
DHA,280,24.812687,67.064721
Lyari,191,24.849167,67.002716
Gulshan-e-Iqbal,180,24.926542,67.108732
Gulshan-e-Iqbal,74,24.930374,67.102729
Saddar,193,24.854085,67.011132
Landhi,406,24.855692,67.206727
Malir,399,24.892386,67.219907
Clifton,381,24.807536,67.024472
Saddar,247,24.856727,67.001862
Korangi,402,24.83513,67.138041
Malir,428,24.892201,67.217908
Gulberg,427,24.914985,67.089145
Korangi,460,24.834615,67.129377
Gulberg,411,24.91313,67.080451
North Nazimabad,244,24.938864,67.044321
DHA,487,24.820287,67.071107
Malir,9,24.894916,67.212934
DHA,87,24.818139,67.072115
North Nazimabad,103,24.944875,67.036741
Shah Faisal,338,24.877962,67.148425
Landhi,294,24.847547,67.191046
Malir,362,24.886263,67.21931
Shah Faisal,415,24.864655,67.153699
Korangi,5,24.833099,67.127978
Clifton,44,24.804384,67.032099
SITE,143,24.921695,66.999915
Shah Faisal,330,24.873116,67.142973
Gulshan-e-Iqbal,60,24.927722,67.103247
Korangi,25,24.844686,67.137087
Shah Faisal,227,24.871411,67.1573
SITE,487,24.925621,66.997747
Malir,155,24.887392,67.214155
DHA,369,24.817187,67.066622
Clifton,394,24.814099,67.038217
Lyari,464,24.854214,67.013625
Gulshan-e-Iqbal,46,24.920908,67.110736
Lyari,319,24.848917,67.017925
Saddar,199,24.861249,67.018583
Gulberg,225,24.910634,67.073952
Gulshan-e-Iqbal,164,24.921429,67.109197
Korangi,143,24.835615,67.139027
Orangi Town,198,24.950018,66.966552
DHA,294,24.816472,67.074242
Gulberg,369,24.925254,67.085111
Shah Faisal,405,24.861703,67.141889
Malir,356,24.882766,67.219583
DHA,198,24.822021,67.06604
Shah Faisal,119,24.878193,67.142367
Orangi Town,41,24.954382,66.950882
Landhi,354,24.852824,67.198566
Malir,196,24.880243,67.206772
Shah Faisal,118,24.864679,67.144618
North Nazimabad,444,24.951519,67.042768
Gulshan-e-Iqbal,91,24.922732,67.110551
Gulshan-e-Iqbal,10,24.924004,67.105756
SITE,430,24.919004,66.995743
Gulshan-e-Iqbal,240,24.918326,67.093054
Landhi,144,24.848337,67.205886
Shah Faisal,351,24.869869,67.159282
North Nazimabad,153,24.940859,67.030384
Orangi Town,290,24.946689,66.960216
Orangi Town,336,24.956839,66.960232
Orangi Town,261,24.949926,66.964363
Shah Faisal,172,24.869853,67.157011
Clifton,411,24.806767,67.033248
SITE,259,24.91588,66.988118
Gulberg,448,24.922851,67.0752
Saddar,314,24.865475,67.005625
North Nazimabad,276,24.942251,67.032201
Saddar,71,24.869499,67.005295
Shah Faisal,104,24.871592,67.144386
Landhi,310,24.848313,67.208517
Orangi Town,225,24.943511,66.963703
Lyari,315,24.842051,67.01861
Korangi,140,24.84242,67.126968
Clifton,387,24.820542,67.025752
Clifton,385,24.805256,67.026054
SITE,284,24.92171,66.993645
Orangi Town,62,24.941834,66.956051
North Nazimabad,199,24.939664,67.041761
Clifton,373,24.806536,67.0311
SITE,114,24.92337,66.990801
Shah Faisal,312,24.865209,67.150881
DHA,71,24.821561,67.076989
Clifton,403,24.812013,67.032801
DHA,206,24.806292,67.076135
SITE,382,24.919467,66.992569
SITE,275,24.921181,66.991689
Shah Faisal,465,24.861873,67.155674
Saddar,404,24.854012,67.012868
Gulberg,302,24.91544,67.084881
Clifton,353,24.805637,67.023817
Saddar,60,24.866054,67.011633
Korangi,320,24.848481,67.125561
SITE,367,24.927381,66.993665
Gulshan-e-Iqbal,21,24.931489,67.107993
DHA,96,24.809631,67.063029
North Nazimabad,493,24.945557,67.044283
SITE,57,24.925971,66.999065
Korangi,497,24.841382,67.125854
Shah Faisal,412,24.869034,67.155239
Lyari,458,24.851943,67.014871
Korangi,468,24.835189,67.125231
Landhi,390,24.854558,67.192786
Landhi,161,24.859794,67.208051
Shah Faisal,332,24.865497,67.145152
Landhi,391,24.844951,67.205376
Korangi,283,24.84344,67.127602
Saddar,278,24.858216,67.016628
Clifton,177,24.806462,67.033983
SITE,243,24.917729,66.999307
SITE,8,24.92817,66.990078
DHA,48,24.815896,67.062771
Shah Faisal,361,24.878397,67.148547
North Nazimabad,461,24.941737,67.034978
Clifton,168,24.822105,67.037108
DHA,277,24.810823,67.072352
Landhi,137,24.840055,67.209423
Landhi,213,24.843695,67.194735
Landhi,273,24.846215,67.200943
Shah Faisal,435,24.876046,67.147473
Shah Faisal,346,24.877258,67.15126
Lyari,184,24.848573,67.017221
Malir,277,24.887107,67.217673
DHA,280,24.808154,67.068429
Gulberg,103,24.910347,67.077064
Malir,217,24.884599,67.223899
Gulshan-e-Iqbal,123,24.923964,67.098498
DHA,421,24.818846,67.060757
SITE,386,24.921041,66.991511
Shah Faisal,463,24.863992,67.150187
Orangi Town,264,24.951214,66.957395
DHA,309,24.814807,67.069001
Gulberg,82,24.916388,67.081601
Gulberg,341,24.922126,67.08327
Lyari,277,24.849352,67.00168
Shah Faisal,36,24.874789,67.150609
DHA,93,24.8064,67.074054
Korangi,449,24.832706,67.136282
Shah Faisal,290,24.874587,67.159705
Lyari,215,24.84991,67.000252
Saddar,184,24.859865,67.004791
Shah Faisal,111,24.875773,67.14665
Malir,173,24.896543,67.206154
Orangi Town,283,24.95599,66.969166
Malir,403,24.896329,67.224108
Shah Faisal,154,24.874629,67.148579
Landhi,481,24.852952,67.192178
Saddar,232,24.863439,67.010173
Gulberg,416,24.918054,67.078634
Gulshan-e-Iqbal,251,24.920088,67.101923
Malir,382,24.892298,67.214622
Malir,455,24.880875,67.215182
Shah Faisal,245,24.869375,67.144914
Lyari,73,24.856616,67.010654
Shah Faisal,267,24.878567,67.151396
Malir,206,24.8863,67.207816
Orangi Town,475,24.95068,66.963058
Saddar,449,24.854597,67.006487
Shah Faisal,197,24.865746,67.141802
Saddar,361,24.868118,67.019713
SITE,341,24.910458,66.995233
SITE,303,24.910007,66.991464
Orangi Town,262,24.95477,66.959047
Landhi,384,24.853781,67.199305
Saddar,314,24.868109,67.016544
SITE,130,24.910299,66.98269
Gulberg,62,24.922375,67.085472
SITE,164,24.928102,66.995622
SITE,344,24.918538,66.992316
Malir,341,24.884649,67.217391
Korangi,328,24.839974,67.140021
Malir,334,24.890304,67.210849
North Nazimabad,9,24.943694,67.034717
SITE,376,24.928474,66.985227
Korangi,22,24.843554,67.127342
DHA,432,24.816026,67.074568
Clifton,334,24.806185,67.02627
Korangi,97,24.847898,67.126273
Malir,326,24.891398,67.213109
Saddar,234,24.869258,67.009472
Landhi,492,24.845577,67.205899
Korangi,467,24.836176,67.131744
DHA,281,24.808957,67.06453
Gulberg,60,24.914342,67.072464
Gulshan-e-Iqbal,384,24.91738,67.100766
Malir,472,24.895743,67.206934
Malir,493,24.889105,67.206189
Lyari,433,24.850646,67.000787
Orangi Town,410,24.95257,66.969706
Malir,419,24.892572,67.215844
Gulberg,228,24.925998,67.089962
DHA,140,24.818477,67.068115
SITE,219,24.925835,66.98366
SITE,150,24.919304,66.999964
Malir,13,24.88464,67.219837
Landhi,393,24.842707,67.203573
Lyari,195,24.841147,67.008853
Shah Faisal,382,24.86755,67.153492
Landhi,240,24.852052,67.204305
Clifton,468,24.819385,67.034149
Orangi Town,446,24.958659,66.953065
SITE,315,24.929118,66.983687
Gulberg,82,24.911491,67.08394
Landhi,84,24.842753,67.204204
Gulshan-e-Iqbal,186,24.926748,67.109009
Gulshan-e-Iqbal,438,24.930866,67.100768
Orangi Town,60,24.940681,66.964262
Landhi,23,24.858068,67.196059
Gulberg,41,24.929048,67.076325
Saddar,336,24.859228,67.015304
Orangi Town,22,24.95631,66.958152
Malir,76,24.889437,67.221646
DHA,251,24.807011,67.064786
Landhi,402,24.851721,67.197854
Orangi Town,184,24.948365,66.96712
Saddar,423,24.868236,67.013588
Korangi,303,24.843215,67.130224
Landhi,263,24.849969,67.206217
Landhi,266,24.8469,67.193205
Gulberg,437,24.926818,67.070166
SITE,236,24.916727,66.997473
Landhi,21,24.854675,67.197031
DHA,271,24.815828,67.061971
Clifton,29,24.816016,67.024472
Clifton,249,24.804695,67.037099
North Nazimabad,422,24.943875,67.042858
Clifton,355,24.808181,67.030545
Orangi Town,460,24.957008,66.966142
Saddar,253,24.857899,67.014127
Malir,368,24.891428,67.220129
Landhi,38,24.856358,67.195589
Orangi Town,165,24.95968,66.966725
Gulshan-e-Iqbal,104,24.933085,67.09581
Orangi Town,26,24.95066,66.962287
Landhi,197,24.849796,67.201873
Gulberg,459,24.921252,67.083673
North Nazimabad,218,24.932903,67.046055
Lyari,335,24.855525,67.006355
Gulberg,325,24.919359,67.083558
North Nazimabad,60,24.933988,67.029938
Gulshan-e-Iqbal,316,24.919559,67.094528
Shah Faisal,253,24.871691,67.146689
North Nazimabad,440,24.948199,67.030074
Shah Faisal,72,24.872931,67.152867
Gulberg,75,24.929836,67.089445
Clifton,65,24.80648,67.028259
Korangi,152,24.842327,67.14118
Clifton,10,24.822646,67.020519
DHA,461,24.807389,67.07501
SITE,63,24.928448,66.983525
Orangi Town,407,24.949423,66.951881
DHA,354,24.819514,67.06911
DHA,184,24.82213,67.063288
SITE,329,24.927136,66.988514
SITE,123,24.912436,66.992707
North Nazimabad,81,24.934643,67.04502
Shah Faisal,474,24.874497,67.15498
North Nazimabad,435,24.940239,67.043763
Gulshan-e-Iqbal,53,24.918149,67.095105
Landhi,102,24.850165,67.191197
Lyari,95,24.845145,67.018418
Gulshan-e-Iqbal,205,24.928555,67.10622
Shah Faisal,20,24.874689,67.151784
Shah Faisal,296,24.870827,67.159033
SITE,188,24.921993,66.985535
North Nazimabad,12,24.934103,67.045674
Saddar,189,24.858752,67.017427
North Nazimabad,448,24.943171,67.029496
Gulshan-e-Iqbal,331,24.935594,67.11212
Malir,202,24.893209,67.224294
Gulberg,459,24.915494,67.083179
Landhi,362,24.851907,67.197706
Clifton,14,24.822329,67.024635
Gulshan-e-Iqbal,143,24.931683,67.096086
Landhi,319,24.849239,67.190321
Korangi,56,24.837959,67.130259
SITE,375,24.924844,66.991134
DHA,23,24.817419,67.065725
Korangi,280,24.838139,67.136833
Orangi Town,128,24.95785,66.950826
Orangi Town,299,24.944301,66.964481
SITE,170,24.924577,66.995578
Gulshan-e-Iqbal,499,24.919511,67.095821
Korangi,224,24.843689,67.131294
DHA,74,24.817446,67.057199
Landhi,44,24.85261,67.207676
DHA,315,24.803732,67.062418
Korangi,44,24.842329,67.128579
DHA,336,24.802902,67.066333
Landhi,268,24.858547,67.198777
Clifton,132,24.821167,67.03523
Saddar,433,24.858396,67.005843
North Nazimabad,364,24.940475,67.034875
Saddar,42,24.854159,67.007264
Korangi,366,24.841005,67.136492
Gulberg,317,24.915354,67.084703
Korangi,381,24.848964,67.132421
Korangi,377,24.838544,67.138359
Landhi,58,24.849013,67.192272
Clifton,233,24.815344,67.033716
Malir,213,24.884998,67.211104
SITE,321,24.925387,66.989083
Malir,307,24.882294,67.219312
DHA,238,24.803598,67.059988
Clifton,161,24.814238,67.028659
Shah Faisal,136,24.873356,67.15012
Landhi,321,24.842115,67.204993
Shah Faisal,289,24.869014,67.152745
Clifton,310,24.81859,67.020189
SITE,182,24.927847,66.993942
Orangi Town,423,24.942511,66.9642
Landhi,90,24.851188,67.207446
Gulshan-e-Iqbal,379,24.919363,67.105666
Gulshan-e-Iqbal,72,24.92403,67.111919
Malir,224,24.898487,67.220514
Korangi,287,24.836576,67.13807
Malir,428,24.884404,67.212653
North Nazimabad,101,24.947048,67.036644
SITE,138,24.926467,66.989052
Gulberg,27,24.920388,67.075061
Lyari,373,24.858086,67.017291
Landhi,349,24.842774,67.209873
Orangi Town,217,24.959141,66.960199
Korangi,129,24.846052,67.1293
SITE,491,24.916642,66.986998
Shah Faisal,90,24.874884,67.1435
Saddar,356,24.855153,67.008761
Korangi,448,24.832962,67.140635
Gulshan-e-Iqbal,493,24.922666,67.105479
Malir,328,24.89447,67.213269
Shah Faisal,9,24.873797,67.144575
Malir,171,24.882755,67.206871
Shah Faisal,67,24.865707,67.155673
Clifton,244,24.814518,67.031105
Malir,185,24.890751,67.208153
SITE,288,24.920054,66.985137
DHA,460,24.814001,67.058377
Orangi Town,19,24.947045,66.956628
Saddar,149,24.865896,67.01227
Shah Faisal,464,24.872759,67.15287
DHA,96,24.812509,67.060636
Landhi,473,24.857385,67.195571
Korangi,138,24.838519,67.136892
SITE,368,24.917785,66.986859
Korangi,312,24.83729,67.141816
Gulberg,363,24.920265,67.085534
Clifton,307,24.814716,67.022693
Orangi Town,129,24.951459,66.964947
Landhi,236,24.853832,67.193141
Orangi Town,64,24.943941,66.959092
Gulshan-e-Iqbal,66,24.927109,67.098969
Korangi,78,24.842961,67.132576
Orangi Town,214,24.946781,66.966698
Orangi Town,124,24.947751,66.967728
Clifton,116,24.805768,67.029137
Lyari,35,24.859683,67.007826
Landhi,111,24.859844,67.199575
Saddar,316,24.863831,67.013896
Orangi Town,266,24.951451,66.9574
DHA,168,24.810213,67.075682
Shah Faisal,410,24.866588,67.146241
Clifton,179,24.804005,67.026288
Korangi,483,24.838971,67.139205
Malir,205,24.88673,67.222386
DHA,420,24.806053,67.075909
Korangi,238,24.847614,67.129625
Gulberg,400,24.920933,67.081828
DHA,375,24.812748,67.076065
Shah Faisal,439,24.875848,67.146263
Orangi Town,186,24.946851,66.960435
Korangi,434,24.847966,67.126583
Saddar,396,24.851021,67.01394
Landhi,28,24.855498,67.193164
Landhi,273,24.857538,67.191528
Korangi,499,24.845457,67.135241
DHA,66,24.810841,67.075067
Shah Faisal,165,24.876671,67.141114
DHA,484,24.80539,67.058959
Gulberg,54,24.925143,67.073371
Korangi,438,24.848852,67.12688
Lyari,144,24.844974,67.007801
Gulberg,112,24.919336,67.072866
Orangi Town,78,24.944079,66.965676
North Nazimabad,125,24.949431,67.035045
Gulshan-e-Iqbal,206,24.930641,67.104745
Malir,128,24.883964,67.206235
Malir,329,24.883399,67.206491
Saddar,336,24.867107,67.003142
Gulberg,76,24.919295,67.07693
Korangi,273,24.841474,67.124559
Clifton,32,24.80932,67.025382
Shah Faisal,16,24.874267,67.153375
Clifton,255,24.809916,67.038776
Gulshan-e-Iqbal,423,24.921411,67.101917
Shah Faisal,119,24.873483,67.147328
DHA,258,24.80372,67.0583
Clifton,226,24.81206,67.027774
Orangi Town,324,24.942427,66.956901
Malir,308,24.896824,67.216991
Landhi,55,24.856863,67.194173
Korangi,345,24.845702,67.138526
North Nazimabad,101,24.942882,67.030705
Lyari,394,24.851493,67.004562
Clifton,235,24.80392,67.035188
Clifton,357,24.821625,67.02222
Lyari,116,24.847416,67.01688
Landhi,22,24.848352,67.200414
Gulberg,21,24.922281,67.081772
Clifton,95,24.812981,67.025628
Gulshan-e-Iqbal,281,24.934206,67.105623
Malir,41,24.889716,67.213014
Orangi Town,81,24.947211,66.952368
Gulshan-e-Iqbal,168,24.931397,67.106477
Landhi,93,24.841099,67.203686
North Nazimabad,450,24.941482,67.033523
Gulshan-e-Iqbal,421,24.916938,67.099474
Gulshan-e-Iqbal,60,24.925357,67.101053
DHA,285,24.81863,67.076767
Gulberg,347,24.923838,67.085792
DHA,156,24.808419,67.066665
Gulberg,450,24.928089,67.080375
Gulshan-e-Iqbal,451,24.932914,67.101351
Gulshan-e-Iqbal,163,24.926708,67.097186
Shah Faisal,43,24.860786,67.154486
Orangi Town,351,24.95447,66.956534
Shah Faisal,134,24.870439,67.149637
Gulberg,263,24.922628,67.075125
Orangi Town,5,24.955609,66.960357
Gulberg,226,24.914332,67.085814
Landhi,205,24.849259,67.205603
Saddar,214,24.865205,67.003798
Gulberg,153,24.922655,67.076704
North Nazimabad,216,24.950803,67.036812
DHA,401,24.813267,67.062368
Orangi Town,223,24.959307,66.953954
Clifton,304,24.813906,67.019747
Lyari,6,24.857073,67.015209
Gulberg,451,24.92167,67.083334
Lyari,492,24.84095,67.016003
Clifton,397,24.821112,67.029824
DHA,297,24.817097,67.071698
Saddar,58,24.855333,67.013352
Landhi,216,24.856855,67.199478
Orangi Town,88,24.953564,66.95895
Orangi Town,446,24.946002,66.963328
DHA,241,24.822145,67.060954
Malir,269,24.89077,67.222132
Gulshan-e-Iqbal,389,24.927601,67.098854
North Nazimabad,484,24.936958,67.041143
Shah Faisal,164,24.870836,67.157137
Gulberg,368,24.923065,67.081211
DHA,420,24.805066,67.063598
Gulshan-e-Iqbal,53,24.93151,67.101691
Saddar,219,24.850108,67.011533
Lyari,258,24.850728,67.00714
Lyari,249,24.856341,67.013957
Landhi,214,24.842196,67.197911
Lyari,144,24.842886,67.008276
North Nazimabad,497,24.946269,67.043448
Lyari,275,24.85158,67.014241
Korangi,279,24.833064,67.137129
Landhi,372,24.850834,67.196453
Landhi,100,24.841408,67.195867
North Nazimabad,219,24.94579,67.03423
Korangi,121,24.835749,67.12724
Gulberg,291,24.928772,67.076202
Orangi Town,81,24.943079,66.955401
Gulberg,469,24.92979,67.073219
DHA,100,24.805909,67.068914
Saddar,381,24.860445,67.011801
Gulberg,306,24.911936,67.074615
Korangi,110,24.831598,67.133516
Korangi,92,24.830925,67.132664
Korangi,38,24.840867,67.129518
Lyari,320,24.847289,67.004477
Malir,371,24.894534,67.210449
Landhi,337,24.8571,67.202172
Orangi Town,78,24.948256,66.963137
Malir,395,24.890831,67.210269
